url,isin,name,ticker,full_name,president,province,address,phone,fax,website,email,debut_date,issued_shares,market_cap_mln,book_value_mln,price_to_book,pe_ratio,dividend_yield_percent,index_membership,last_price,change,bid,ask,min_price,max_price,volume,turnover_value,debut_price,max_52w,min_52w,market_segment,sector
https://www.gpw.pl/spolka?isin=PLLBT0000013,PLLBT0000013,LIBET,LBT,LIBET SPÓŁKA AKCYJNA,Janusz Cebrat,dolnośląskie,UL. KAZIMIERZA MICHALCZYKA 5  53-633  WROCŁAW,(71) 335 11 01,(71) 335 11 00,www.libet.pl,gpw@libet.pl,4.2011,45 302 461,"61,84","107,43","0,58","6,80",---,"['WIG-Poland', 'WIG-budownictwo', 'WIG']","1,3650","0,01 (+0.37%)","1,3700","1,3950","1,3650","1,3950",322,"448,44","4,6400 (2011-04-28)","2,0200 (2025-03-17)","1,3100 (2025-05-26)",Podstawowy,materiały budowlane
https://www.gpw.pl/spolka?isin=PLLCCRP00017,PLLCCRP00017,DEVELIA,DVL,DEVELIA SPÓŁKA AKCYJNA,Andrzej Oślizło,dolnośląskie,UL. GEN. ROMUALDA TRAUGUTTA 45/.V PIĘTRO BIUROWCA CITY 1  50-416  WROCŁAW,(71) 798 80 10,(71) 7988011,www.develia.pl,biuro@develia.plgielda@develia.plwroclaw@develia.pl,6.2007,457 727 787,"3 487,89","1 783,79","1,96","9,70","7,60","['WIGdivplus', 'GPWB-CENTR', 'WIG140', 'CEEplus', 'mWIG40TR', 'WIGdiv', 'WIG-Poland', 'WIG-nieruchomości', 'mWIG40', 'WIG']","7,6200","-0,13 (-1.68%)","7,6200","7,6700","7,6200","7,7500",199 640,"1 525 445,99","6,0600 (2007-06-29)","8,4800 (2025-05-15)","4,9000 (2024-09-11)",Podstawowy,sprzedaż nieruchomości
https://www.gpw.pl/spolka?isin=PLLENAL00015,PLLENAL00015,LENA,LEN,LENA LIGHTING SPÓŁKA AKCYJNA,Włodzimierz Lesiński,wielkopolskie,UL. KÓRNICKA 52  63-000  ŚRODA WIELKOPOLSKA,(61) 286 03 00,(61) 2854059,www.lenalighting.pl,office@lenalighting.pl,6.2005,24 875 050,"71,14","110,32","0,64","34,60","3,50","['WIG-Poland', 'WIG']","2,8600","0,04 (+1.42%)","2,8300","2,8600","2,8200","2,8600",21,"59,42","7,5000 (2005-06-01)","3,7400 (2024-07-03)","2,7500 (2024-12-23)",Podstawowy,urządzenia elektryczne
https://www.gpw.pl/spolka?isin=PLLENTX00010,PLLENTX00010,LENTEX,LTX,LENTEX SPÓŁKA AKCYJNA,Adrian Grabowski,śląskie,UL. POWSTAŃCÓW ŚLĄSKICH 54  42-700  LUBLINIEC,(34) 351 56 00; 351 56 20,(34) 3515601,www.lentex.com.pl,lentex@lentex.com.pl,5.1997,40 000 000,"292,80","256,28","1,14","19,80",---,"['WIGind', 'WIG-Poland', 'WIG']","7,3200","0,04 (+0.55%)","7,3200","7,3800","7,3000","7,3200",2 138,"15 647,40","6,6000 (1997-05-08)","7,7600 (2025-04-24)","6,1000 (2024-09-10)",Podstawowy,zaopatrzenie przedsiębiorstw - pozostałe
https://www.gpw.pl/spolka?isin=PLLKMDW00049,PLLKMDW00049,LOKUM,LKD,LOKUM DEWELOPER SPÓŁKA AKCYJNA,Bartosz Kuźniar,dolnośląskie,UL. KRAWIECKA 1/LOK. 101  50-148  WROCŁAW,(71) 724 28 65,(71) 7242470,www.lokum-deweloper.pl,info@lokumdeweloper.pl,12.2015,18 000 000,"392,40","566,94","0,69","8,60","2,30","['WIG-Poland', 'WIG-nieruchomości', 'WIG']","21,8000","-0,10 (-0.46%)","21,2000","21,8000","21,2000","21,9000",230,"4 911,20","12,4900 (2015-12-15)","28,2000 (2024-07-22)","18,2000 (2024-10-30)",Równoległy,sprzedaż nieruchomości
https://www.gpw.pl/spolka?isin=PLLPP0000011,PLLPP0000011,LPP,LPP,LPP SPÓŁKA AKCYJNA,Marek Piechocki,pomorskie,UL. ŁĄKOWA 39-44  80-769  GDAŃSK,(58) 763 59 92; 905; 769 69 00;,(58) 7696909,www.lppsa.com,lpp@lppsa.com,5.2001,1 855 890,"27 652,76","5 645,00","4,90","15,30","2,20","['WIGdivplus', 'GPWB-CENTR', 'WIG140', 'CEEplus', 'WIG-odzież', 'WIG30TR', 'WIG30', 'WIG20TR', 'WIG-Poland', 'WIG20', 'WIG']","14 900,0000","470,00 (+3.26%)","14 895,0000","14 910,0000","14 460,0000","15 045,0000",8 149,"121 126 950,00","48,0000 (2001-05-16)","18&nbsp;500,0000 (2025-03-06)","13&nbsp;660,0000 (2025-06-23)",Podstawowy,odzież i obuwie
https://www.gpw.pl/spolka?isin=PLLSSFT00016,PLLSSFT00016,LSISOFT,LSI,LSI SOFTWARE SPÓŁKA AKCYJNA,Grzegorz Siewiera,łódzkie,UL. PRZYBYSZEWSKIEGO 176/178  93-120  ŁÓDŹ,(42) 209 37 12; 680 80 00,(42) 6632299,www.lsisoftware.pl,info@lsisoftware.pl,3.2007,3 260 762,"76,30","59,68","1,28","10,10",---,"['WIG-Poland', 'WIG-informatyka', 'WIG']","23,4000","0,00 (0.00%)","23,2000","23,4000","23,0000","23,4000",87,"2 017,80","10,4200 (2007-03-02)","23,4000 (2025-06-27)","14,0000 (2024-06-28)",Podstawowy,oprogramowanie
https://www.gpw.pl/spolka?isin=PLLSTIA00018,PLLSTIA00018,INDYGO,IDG,INDYGOTECH MINERALS SPÓŁKA AKCYJNA W LIKWIDACJI,Dariusz Janus,mazowieckie,UL. ŚWIĘTOKRZYSKA 30/LOK. 63  00-549  WARSZAWA,(022) 629 12 47,(22) 2012131,www.indygotechminerals.com,office@indygotechminerals.cominwestorzy@indygotechminerals.com,8.2008,16 529 188,"4,13","12,38","0,33","55,10",---,[],"0,2500","0,00 (0.00%)","0,0000","0,0000","0,0000","0,0000",0,"0,00","29,7000 (2008-08-13)","0,2500 (2025-06-27)","0,2500 (2024-06-28)",Podstawowy,Działalność inwestycyjna
https://www.gpw.pl/spolka?isin=PLLUBAW00013,PLLUBAW00013,LUBAWA,LBW,LUBAWA SPÓŁKA AKCYJNA,,wielkopolskie,UL. STAROPRZYGODZKA 117  63-400  OSTRÓW WIELKOPOLSKI,(62) 737 57 00,(62) 7375708,www.lubawa.com.pl,info@lubawa.com.pl,11.1996,150 270 000,"1 376,47","474,18","2,90","14,10",---,"['GPWB-CENTR', 'WIG140', 'INNOVATOR', 'CEEplus', 'mWIG40TR', 'WIG-odzież', 'WIG-Poland', 'mWIG40', 'WIG']","9,1600","-0,20 (-2.14%)","9,1600","9,1700","9,0850","9,4500",258 991,"2 381 820,88","0,9000 (1996-11-18)","12,3000 (2025-04-14)","3,5300 (2024-08-07)",Podstawowy,odzież i kosmetyki - pozostałe
https://www.gpw.pl/spolka?isin=PLLVTSF00010,PLLVTSF00010,TEXT,TXT,TEXT SPÓŁKA AKCYJNA,Mariusz Rafał Ciepły,dolnośląskie,UL. ZWYCIĘSKA 47  53-033  WROCŁAW,(71) 345 40 57,(71) 7234481,investor.text.com/pl,ir@livechat.com,4.2014,25 750 000,"1 432,99","142,50","10,06","8,70","3,00","['WIGdivplus', 'GPWB-CENTR', 'WIG140', 'WIGtechTR', 'CEEplus', 'mWIG40TR', 'WIG30TR', 'WIG30', 'WIGdiv', 'WIG-Poland', 'WIG-informatyka', 'mWIG40', 'WIG']","55,6500","0,70 (+1.27%)","55,6000","55,6500","54,8000","55,8000",26 014,"1 440 592,90","18,5000 (2014-04-11)","89,0000 (2024-07-15)","48,0000 (2025-04-04)",Równoległy,oprogramowanie
https://www.gpw.pl/spolka?isin=PLLWBGD00016,PLLWBGD00016,BOGDANKA,LWB,LUBELSKI WĘGIEL BOGDANKA SPÓŁKA AKCYJNA,Zbigniew Stopa,lubelskie,BOGDANKA  21-013  PUCHACZÓW,(81) 462 51 00,(81) 4625191,www.lw.com.plwww.bogdanka.eu,bogdanka@lw.com.pl,7.2009,34 013 590,"782,31","2 978,86","0,26",x,"10,90","['WIGdivplus', 'GPWB-CENTR', 'WIG140', 'CEEplus', 'sWIG80TR', 'WIG-górnictwo', 'WIG-Poland', 'sWIG80', 'WIG']","23,0000","0,20 (+0.88%)","23,0000","23,1000","22,8000","23,2000",11 595,"266 761,70","61,1000 (2009-07-22)","31,3000 (2024-07-02)","19,9800 (2025-04-04)",Podstawowy,górnictwo węgla
https://www.gpw.pl/spolka?isin=PLLZPSK00019,PLLZPSK00019,PROTEKTOR,PRT,PROTEKTOR SPÓŁKA AKCYJNA,Radosław Rogacki,lubelskie,UL. VETTERÓW 24A-24B  20-277  LUBLIN,(81) 532 76 47;  532 22 31,(81) 5320200,www.protektorsa.pl,sekretariat@protektorsa.pl,7.1998,22 825 919,"39,60","20,23","1,96",x,---,"['WIG-odzież', 'WIG-Poland', 'WIG']","1,7350","0,00 (0.00%)",PKC/PCR,PKC/PCR,"0,0000","0,0000",0,"0,00","1,5600 (1998-07-14)","2,8000 (2025-03-06)","0,8300 (2024-12-23)",Podstawowy,odzież i obuwie
https://www.gpw.pl/spolka?isin=PLMAKRM00019,PLMAKRM00019,IMMOBILE,GKI,GRUPA KAPITAŁOWA IMMOBILE SPÓŁKA AKCYJNA,Rafał Jerzy,kujawsko-pomorskie,PLAC KOŚCIELECKICH 3  85-033  BYDGOSZCZ,(52) 561 23 30,(52) 3210078,www.immobile.com.pl,sekretariat@immobile.com.pl,8.2007,75 362 932,"219,31","108,15","2,03",x,---,"['WIG-Poland', 'WIG']","2,9100","0,01 (+0.34%)","2,8700","2,9100","2,8400","2,9300",9 819,"28 260,00","8,0000 (2007-08-23)","3,0500 (2025-06-20)","1,7600 (2024-09-30)",Podstawowy,Działalność inwestycyjna
https://www.gpw.pl/spolka?isin=PLMBION00016,PLMBION00016,MABION,MAB,MABION SPÓŁKA AKCYJNA,Krzysztof Kaczmarczyk,łódzkie,UL. LANGIEWICZA 60  95-050  KONSTANTYNÓW ŁÓDZKI,(42) 20 77 890,(42) 2032703,www.mabion.eu,info@mabion.eu,8.201,16 162 326,"156,94","96,32","1,63",x,---,"['WIGmed', 'GPWB-CENTR', 'WIG140', 'CEEplus', 'sWIG80TR', 'WIG-leki', 'WIG-Poland', 'sWIG80', 'WIG']","9,7100","-0,09 (-0.92%)","9,7000","9,7700","9,7000","9,8800",8 405,"82 130,25","13,4800 (2010-08-10)","19,1800 (2024-08-21)","8,4600 (2024-12-23)",Podstawowy,Produkcja leków
https://www.gpw.pl/spolka?isin=PLMCIMG00012,PLMCIMG00012,MCI,MCI,MCI CAPITAL ALTERNATYWNA SPÓŁKA INWESTYCYJNA SPÓŁKA AKCYJNA,Tomasz Czechowicz,mazowieckie,UL. RONDO IGNACEGO DASZYŃSKIEGO 1  00-843  WARSZAWA,(22) 540 73 80,(22) 5407381,www.mci.pl,office@mci.eu,2.2001,52 461 033,"1 421,69","2 112,85","0,67","97,90",---,"['WIG140', 'sWIG80TR', 'WIG-Poland', 'sWIG80', 'WIG']","27,1000","-0,20 (-0.73%)","27,0000","27,3000","26,6000","27,4000",9 511,"258 032,10","8,9500 (2001-02-01)","28,0000 (2025-01-24)","22,2000 (2024-08-07)",Podstawowy,Działalność inwestycyjna
https://www.gpw.pl/spolka?isin=PLMDCLG00015,PLMDCLG00015,MEDICALG,MDG,MEDICALGORITHMICS SPÓŁKA AKCYJNA,Krzysztof Siemionow,mazowieckie,ORCO TOWER. 18 PIĘTRO. AL. JEROZOLIMSKIE 81  02-001  WARSZAWA,(22) 825 12 49,,www.medicalgorithmics.pl,contact@medicalgorithmics.com,11.2011,9 952 769,"253,30","72,63","3,49",x,---,"['WIGmed', 'GPWB-CENTR', 'WIG140', 'CEEplus', 'sWIG80TR', 'WIG-Poland', 'sWIG80', 'WIG']","25,4500","-0,55 (-2.12%)","25,4000","25,4500","25,2000","26,1500",8 267,"211 353,15","20,4900 (2011-11-09)","29,7000 (2024-07-01)","16,4600 (2024-12-17)",Podstawowy,Sprzęt i materiały medyczne
https://www.gpw.pl/spolka?isin=PLMDNCE00016,PLMDNCE00016,MEDINICE,ICE,MEDINICE SPÓŁKA AKCYJNA,Sanjeev Choudhary,mazowieckie,UL. STEFANA HANKIEWICZA 2  02-103  WARSZAWA,725 500 051,,www.medinice.pl,biuro@medinice.pl,9.2018,7 695 648,"60,41","79,97","0,76","1,60",---,"['WIGmed', 'WIG-Poland', 'WIG']","7,8500","-0,15 (-1.88%)","7,7000","7,8400","7,6000","8,1600",20 356,"159 572,80","10,8000 (2018-09-25)","12,4000 (2024-07-25)","6,9000 (2025-06-02)",Podstawowy,Ochrona zdrowia - pozostałe
https://www.gpw.pl/spolka?isin=PLMEXPL00010,PLMEXPL00010,MEXPOLSKA,MEX,MEX POLSKA SPÓŁKA AKCYJNA,Paweł Jerzy Kowalewski,łódzkie,UL. POLSKIEJ ORGANIZACJI WOJSKOWEJ 25  90-248  ŁÓDŹ,(42) 634 67 30,(42) 6346753,www.mexpolska.pl,biuro@mexpolska.pl,5.2012,7 665 436,"27,60","14,53","1,90","34,80","3,10","['WIG-Poland', 'WIG']","3,6000","0,00 (0.00%)","3,5500","3,6000","3,5500","3,6000",1 289,"4 590,15","10,0500 (2012-05-25)","4,9500 (2024-07-12)","3,3100 (2025-06-09)",Równoległy,hotele i restauracje
https://www.gpw.pl/spolka?isin=PLMFO0000013,PLMFO0000013,MFO,MFO,MFO SPÓŁKA AKCYJNA,Tomasz Mirski,mazowieckie,KOŻUSZKI PARCEL 70A  96-500  SOCHACZEW,(46) 864 09 80,(46) 864 09 89,www.mfo.pl,mfo@mfo.pl,1.2014,6 607 490,"248,44","311,66","0,80","32,90",---,"['WIG-Poland', 'WIG-budownictwo', 'WIG']","37,6000","0,90 (+2.45%)","37,5000","37,6000","36,2000","37,8000",1 156,"42 340,60","11,5000 (2014-01-09)","39,1000 (2025-05-28)","24,0000 (2024-10-21)",Podstawowy,materiały budowlane
https://www.gpw.pl/spolka?isin=PLMGRON00016,PLMGRON00016,MEGARON,MEG,MEGARON SPÓŁKA AKCYJNA,Piotr Sikora,zachodniopomorskie,UL. PYRZYCKA 3E. F  70-892  SZCZECIN,(91) 466 45 40,(91) 466 45 41,www.megaron.com.pl,megaron@megaron.com.pl,5.2011,2 700 000,"18,90","21,06","0,90","17,90",---,[],"7,0000","0,45 (+6.87%)","6,3000","7,0000","7,0000","7,0000",1 500,"10 500,00","25,9900 (2011-05-20)","8,1500 (2024-08-14)","4,7800 (2024-07-01)",Równoległy,materiały budowlane
https://www.gpw.pl/spolka?isin=PLMKRNP00015,PLMKRNP00015,MAKARONPL,MAK,MAKARONY POLSKIE SPÓŁKA AKCYJNA,Zenon Daniłowski,podkarpackie,UL. PODKARPACKA 15A  35-082  RZESZÓW,(17)  875 30 10,(17) 8753020,www.makarony.pl,biuro@makarony.pl,6.2007,11 040 071,"209,76","180,22","1,16","6,60","3,90","['WIG-Poland', 'WIG-spożywczy', 'WIG']","19,0000","0,00 (0.00%)","19,0000","19,1000","18,9000","19,1600",4 041,"76 953,14","10,3800 (2007-06-06)","22,0000 (2024-09-25)","17,2000 (2024-08-05)",Podstawowy,żywność
https://www.gpw.pl/spolka?isin=PLMLPGR00017,PLMLPGR00017,MLPGROUP,MLG,MLP GROUP SPÓŁKA AKCYJNA,Radosław Tomasz Krochta,mazowieckie,UL. 3 MAJA 8  05-800  PRUSZKÓW,(22) 738 30 10,(22) 7383019,www.mlp.pl,mlp@mlp.plinfo@mlp.pl,10.2013,23 994 982,"2 063,57","2 694,25","0,77","6,60",---,"['WIG140', 'sWIG80TR', 'WIG-Poland', 'WIG-nieruchomości', 'sWIG80', 'WIG']","86,0000","2,00 (+2.38%)","83,0000","86,0000","85,6000","86,0000",390,"33 387,00","29,8500 (2013-10-28)","94,4000 (2024-10-01)","67,8000 (2024-12-20)",Podstawowy,wynajem nieruchomości
https://www.gpw.pl/spolka?isin=PLMLSTM00015,PLMLSTM00015,MLSYSTEM,MLS,ML SYSTEM SPÓŁKA AKCYJNA,Edyta Stanek,podkarpackie,ZACZERNIE 190G  36-062  ZACZERNIE,+ 17 778 82 66,+ 17 853 58 77,www.mlsystem.pl,biuro@mlsystem.pl,6.2018,7 381 091,"121,64","128,00","0,95",x,---,"['GPWB-CENTR', 'WIG140', 'CEEplus', 'sWIG80TR', 'WIG-energia', 'WIG-Poland', 'sWIG80', 'WIG']","16,4800","-0,10 (-0.60%)","16,4800","16,5800","16,4000","16,7000",6 485,"107 092,60","27,4000 (2018-06-28)","51,4000 (2024-08-27)","13,4400 (2025-04-07)",Podstawowy,energia odnawialna
https://www.gpw.pl/spolka?isin=PLMNNCP00011,PLMNNCP00011,MENNICA,MNC,MENNICA POLSKA SPÓŁKA AKCYJNA,Katarzyna Budnicka,mazowieckie,UL. CIASNA 6  00-232  WARSZAWA,(22) 656 42 00,(22) 6205222,www.mennica.com.pl,mennica@mennica.com.pl,4.1998,51 087 191,"1 430,44","725,50","1,97","20,30","4,50","['WIGdivplus', 'WIGind', 'WIG140', 'sWIG80TR', 'WIGdiv', 'WIG-Poland', 'sWIG80', 'WIG']","28,0000","0,80 (+2.94%)","27,8000","28,1000","27,0000","28,0000",2 605,"72 583,00","3,1400 (1998-04-07)","28,8000 (2025-06-20)","17,5000 (2024-12-20)",Podstawowy,hutnictwo metali nieżelaznych
https://www.gpw.pl/spolka?isin=PLMNRTR00012,PLMNRTR00012,MONNARI,MON,MONNARI TRADE SPÓŁKA AKCYJNA,Mirosław Misztal,łódzkie,UL. RADWAŃSKA 6  90-453  ŁÓDŹ,(42) 685-85-01,(42) 9420085,www.monnari.com.pl,relacje.inwestorskie@monnari.com.plmonnari@monnari.com.pl,2.2007,30 563 089,"146,09","303,32","0,48","6,80",---,"['WIG-odzież', 'WIG-Poland', 'WIG']","4,7800","-0,01 (-0.21%)","4,7000","4,7900","4,6800","4,7800",7 127,"33 535,37","28,0000 (2007-02-13)","7,0000 (2024-06-28)","4,6600 (2025-04-25)",Podstawowy,odzież i obuwie
https://www.gpw.pl/spolka?isin=PLMOBRK00013,PLMOBRK00013,MOBRUK,MBR,MO-BRUK SPÓŁKA AKCYJNA,Henryk Siodmok,małopolskie,NIECEW 68; POWIAT NOWY SĄCZ  33-322  KORZENNA,(18) 441 70 48,(18) 4417099,www.mobruk.pl,mobruk@mobruk.pl,8.201,3 512 885,"1 008,20","257,64","3,91","14,50","4,60","['WIGdivplus', 'WIGind', 'GPWB-CENTR', 'WIG140', 'CEEplus', 'mWIG40TR', 'WIGdiv', 'WIG-Poland', 'mWIG40', 'WIG']","287,0000","6,50 (+2.32%)","285,0000","287,0000","281,5000","289,5000",5 886,"1 682 079,50","103,0000 (2010-08-10)","369,5000 (2025-02-10)","260,0000 (2025-06-06)",Równoległy,Recykling
https://www.gpw.pl/spolka?isin=PLMOJ0000015,PLMOJ0000015,MOJ,MOJ,MOJ SPÓŁKA AKCYJNA,Jacek Kudela,śląskie,UL. TOKARSKA 6  40-859  KATOWICE,(32) 604 09 00,(32) 6040901,www.moj.com.pl,sekretariat@moj.com.pl,8.2007,9 827 114,"13,76","43,74","0,31","4,10",---,[],"1,4000","-0,03 (-2.10%)","1,3300","1,4000","1,3300","1,4000",1 019,"1 355,34","6,0000 (2007-08-14)","1,7000 (2024-07-04)","1,3000 (2025-06-04)",Podstawowy,urządzenia mechaniczne
https://www.gpw.pl/spolka?isin=PLMRBUD00015,PLMRBUD00015,MIRBUD,MRB,MIRBUD SPÓŁKA AKCYJNA,Jerzy Mirgos,łódzkie,UL. UNII EUROPEJSKIEJ 18  96-100  SKIERNIEWICE,(46) 833 98 28,(46) 8339732,www.mirbud.pl,sekretariat@mirbud.pl,12.2008,110 093 000,"1 523,69","1 110,03","1,37","14,80","1,30","['GPWB-CENTR', 'WIG140', 'CEEplus', 'mWIG40TR', 'WIGdiv', 'WIG-Poland', 'WIG-budownictwo', 'mWIG40', 'WIG']","13,8400","-0,04 (-0.29%)","13,7800","13,8400","13,7000","13,9200",72 038,"995 086,86","2,4800 (2008-12-29)","15,9700 (2025-05-13)","10,5200 (2024-12-05)",Równoległy,budownictwo ogólne
https://www.gpw.pl/spolka?isin=PLMRCOR00016,PLMRCOR00016,MERCOR,MCR,MERCOR SPÓŁKA AKCYJNA,Krzysztof Krempeć,pomorskie,UL. GRZEGORZA Z SANOKA 2  80-408  GDAŃSK,(58) 341 42 45,(58) 3413985,www.mercor.com.pl,mercor@mercor.com.plinwestorzy@mercor.com.pl,7.2007,15 320 616,"376,89","214,42","1,76","18,60","3,20","['WIG140', 'INNOVATOR', 'sWIG80TR', 'WIG-Poland', 'WIG-budownictwo', 'sWIG80', 'WIG']","24,6000","-0,10 (-0.40%)","24,6000","24,9000","24,6000","25,2000",62,"1 530,90","56,0000 (2007-07-19)","30,5000 (2024-12-20)","23,0000 (2025-05-28)",Podstawowy,materiały budowlane
https://www.gpw.pl/spolka?isin=PLMRCTR00015,PLMRCTR00015,MERCATOR,MRC,MERCATOR MEDICAL SPÓŁKA AKCYJNA,Monika Żyznowska,małopolskie,UL. HELENY MODRZEJEWSKIEJ 30  31-327  KRAKÓW,(12) 665 54 00,(12) 6655415,www.mercatormedical.eu,medical@mercatormedical.eu,1.2014,9 770 435,"446,51","920,87","0,48","6,40",---,"['WIGmed', 'WIG140', 'sWIG80TR', 'WIG-Poland', 'sWIG80', 'WIG']","45,7000","0,20 (+0.44%)","45,5000","45,7000","45,0000","45,9500",2 539,"116 003,35","14,6500 (2014-01-17)","61,9000 (2024-09-18)","41,8000 (2024-08-06)",Podstawowy,Sprzęt i materiały medyczne
https://www.gpw.pl/spolka?isin=PLMRVDV00011,PLMRVDV00011,MARVIPOL,MVP,MARVIPOL DEVELOPMENT SPÓŁKA AKCYJNA,Mariusz Wojciech Książek,mazowieckie,UL. PROSTA 32  00-838  WARSZAWA,22 275 52 49,22 536 50 01,marvipol.pl/relacje-inwestorskie/,relacje.inwestorskie@marvipol.pl,12.2017,41 652 852,"321,56","685,71","0,47","13,00","13,70","['WIG-Poland', 'WIG-nieruchomości', 'WIG']","7,7200","-0,12 (-1.53%)","7,7200","7,8200","7,7000","7,8400",4 457,"34 539,44","7,7000 (2017-12-19)","7,8600 (2025-06-11)","5,7000 (2024-12-23)",Równoległy,wynajem nieruchomości
https://www.gpw.pl/spolka?isin=PLMSTPL00018,PLMSTPL00018,MOSTALPLC,MSP,MOSTOSTAL PŁOCK SPÓŁKA AKCYJNA,Robert Kowalski,mazowieckie,UL. TARGOWA 12  09-400  PŁOCK,(24) 367 11 11; 367 11 27; 262 38-97,(24) 3671250,www.mostostal-plock.pl,msp@mostostal-plock.pl,9.1998,2 000 000,"31,40","18,81","1,67",x,---,"['WIG-Poland', 'WIG-budownictwo', 'WIG']","15,7000","0,30 (+1.95%)","15,3000","15,7000","15,3500","15,8000",704,"10 808,55","18,0000 (1998-09-15)","21,5000 (2025-02-25)","7,9600 (2024-12-23)",Podstawowy,budownictwo przemysłowe
https://www.gpw.pl/spolka?isin=PLMSTSD00019,PLMSTSD00019,POLIMEXMS,PXM,POLIMEX MOSTOSTAL SPÓŁKA AKCYJNA,Jakub Stypuła,mazowieckie,AL. JANA PAWŁA II 12  00-124  WARSZAWA,(22) 829 71 00  -09,(22) 8260493,www.polimex-mostostal.pl,investor.relations@polimex.plkontakt@polimex.pl,10.1997,249 368 802,"1 149,59","618,44","1,86",x,---,"['GPWB-CENTR', 'WIG140', 'CEEplus', 'sWIG80TR', 'WIG-Poland', 'WIG-budownictwo', 'sWIG80', 'WIG']","4,6100","-0,21 (-4.36%)","4,6100","4,6400","4,6050","4,8300",501 017,"2 339 643,33","56,0000 (1997-10-15)","5,6500 (2025-05-27)","1,8000 (2024-11-14)",Podstawowy,budownictwo przemysłowe
https://www.gpw.pl/spolka?isin=PLMSTWS00019,PLMSTWS00019,MOSTALWAR,MSW,MOSTOSTAL WARSZAWA SPÓŁKA AKCYJNA,Jorge Calabuig Ferre,mazowieckie,UL. KONSTRUKTORSKA 12A  02-673  WARSZAWA,(22) 250 70 00,(22) 2507001,www.mostostal.waw.pl,info@mostostal.waw.pl,10.1993,20 000 000,"156,80","71,29","2,20",x,---,"['WIG-Poland', 'WIG-budownictwo', 'WIG']","7,8400","-0,04 (-0.51%)","7,8400","7,9600","7,7600","8,0000",4 575,"36 211,18","9,6000 (1993-10-14)","8,8800 (2025-05-28)","5,2600 (2024-12-23)",Podstawowy,budownictwo przemysłowe
https://www.gpw.pl/spolka?isin=PLMSTZB00018,PLMSTZB00018,MOSTALZAB,MSZ,MOSTOSTAL ZABRZE SPÓŁKA AKCYJNA,Dariusz Pietyszuk,śląskie,UL. S. DUBOIS 16  44-100  GLIWICE,(32) 271 32 21; 373 44 44,(32) 2712649,www.mz.pl,post@mz.pl,10.1994,73 975 269,"429,80","322,10","1,33","7,30",---,"['GPWB-CENTR', 'WIG140', 'CEEplus', 'sWIG80TR', 'WIG-Poland', 'WIG-budownictwo', 'sWIG80', 'WIG']","5,8100","-0,03 (-0.51%)","5,8100","5,8200","5,8000","5,8400",32 186,"187 558,81","9,7000 (1994-10-05)","6,1700 (2025-05-14)","3,9400 (2024-09-04)",Podstawowy,budownictwo przemysłowe
https://www.gpw.pl/spolka?isin=PLMURPL00190,PLMURPL00190,MURAPOL,MUR,MURAPOL SPÓŁKA AKCYJNA,Nikodem Iskra,śląskie,UL. DWORKOWA 4  43-300  BIELSKO-BIAŁA,+48 33 819 33 33,,www.murapol.pl,ir@murapol.pl,12.2023,40 800 000,"1 632,00","672,47","2,43","6,50","4,90","['WIGdivplus', 'GPWB-CENTR', 'WIG140', 'CEEplus', 'sWIG80TR', 'WIG-Poland', 'WIG-nieruchomości', 'sWIG80', 'WIG']","40,0000","1,20 (+3.09%)","39,4500","40,0000","38,7000","40,0500",94 894,"3 720 998,05","37,6000 (2023-12-15)","44,0000 (2025-05-14)","31,1000 (2024-11-19)",Podstawowy,sprzedaż nieruchomości
https://www.gpw.pl/spolka?isin=PLMUZA000019,PLMUZA000019,MUZA,MZA,MUZA SPÓŁKA AKCYJNA,Marcin Garliński,mazowieckie,UL. SIENNA 73  00-833  WARSZAWA,(22) 621 17 75;  621 17 76; 621 50 58,(22) 6292349,www.muza.com.pl,muza@muza.com.plinfo@muza.com.pl,4.1998,3 269 156,"43,64","43,98","0,99","13,40","7,50","['WIG-Poland', 'WIG-media', 'WIG']","13,3500","0,35 (+2.69%)","12,8500","13,3500","13,3500","13,3500",20,"267,00","22,7000 (1998-04-08)","15,4500 (2025-01-24)","12,9000 (2024-09-18)",Podstawowy,wydawnictwa
https://www.gpw.pl/spolka?isin=PLMVGMS00011,PLMVGMS00011,MOVIEGAMES,MOV,MOVIE GAMES SPÓŁKA AKCYJNA,Mateusz Andrzej Wcześniak,mazowieckie,UL. WERNYHORY 29A  02-727  WARSZAWA,+ 48 534 206 319,,www.moviegames.pl,kontakt@moviegames.pl,12.2018,2 573 132,"40,40","22,89","1,76",x,---,"['WIG-gry', 'WIG-Poland', 'WIG']","15,7000","0,08 (+0.51%)","15,6400","15,7000","15,5800","15,8000",3 316,"51 949,48","20,0000 (2018-12-18)","26,6000 (2024-06-28)","13,6400 (2024-12-19)",Podstawowy,Gry
